=== NPU-spec sweep ===
  prompts    : [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
  k-values   : [2, 3, 4, 8]
  n_predict  : 200
  mode       : async-pipelined  p_min=0.0
  csv out    : C:\Users\hotschmoe\Documents\GitHub\specula\results\spec-npu-Qwen3-8B-Q4_K_M-vs-Qwen3-0.6B-pathb-async-pipelined-20260422-224213.csv
launching llama-server:
    C:\Users\hotschmoe\Documents\GitHub\specula\llama.cpp\build-cpu\bin\llama-server.exe -m C:\Users\hotschmoe\Documents\GitHub\specula\models\Qwen3-8B-Q4_K_M.gguf --host 127.0.0.1 --port 8088 -c 320 -t 18 --no-warmup
    log -> C:\Users\hotschmoe\Documents\GitHub\specula\results\spec-npu-server-20260422-224213.log

--- waiting for /health (timeout 180s) ---
  server healthy

--- loading CPU ONNX (FP32, dynamic past_len) ---
  loaded in 2.6 s

--- loading NPU Path B-mask binary ---
  loading wrapper ONNX qwen3_0_6b_draft_v81_ctx256.pathb.w4a16-local-pr.wrapper.onnx via legacy QNN EP ...
  loaded in 1.3 s
  loaded 116 quant specs (w4a16-local-pr)

==== prompt p0 (16 toks): 'def fibonacci(n):\n    # Return the nth Fibona...' ====

-- cell 1/40: p0 k=2 n_predict=200 --

--- CPU prefill (P=16) ---
  elapsed           : 0.07 s
  first candidate   : 198  -> '\n'
  r001 L= 16 drafts=[198, 262]  target=[198, 262]+b=671 j=2 bonus=671 acc='\n   ' new='\n    #'
  r038 L= 87 drafts=[220, 16]  target=[21438, 7669]+b=921 j=0 bonus=21438 acc=<none> new=' memo'
  r039 L= 88 drafts=[58, 15]  target=[7669, 921]+b=1066 j=0 bonus=7669 acc=<none> new='[n'
  r040 L= 89 drafts=[60, 198]  target=[921, 1066]+b=262 j=0 bonus=921 acc=<none> new=']\n'
  r041 L= 90 drafts=[1066, 262]  target=[1066, 262]+b=470 j=2 bonus=470 acc='    \n   ' new='    \n    return'
  r042 L= 93 drafts=[220, 15]  target=[15801, 1445]+b=692 j=0 bonus=15801 acc=<none> new=' fib'
  r043 L= 94 drafts=[1445, 8]  target=[1445, 692]+b=2 j=1 bonus=692 acc='(n' new='(n)\n\n'
  r044 L= 96 drafts=[262, 671]  target=[2, 3393]+b=279 j=0 bonus=2 acc=<none> new='#'
  r045 L= 97 drafts=[576, 2038]  target=[3393, 279]+b=729 j=0 bonus=3393 acc=<none> new=' Test'
  r046 L= 98 drafts=[279, 729]  target=[279, 729]+b=198 j=2 bonus=198 acc=' the function' new=' the function\n'
  r047 L=101 drafts=[262, 15801]  target=[1350, 955]+b=579 j=0 bonus=1350 acc=<none> new='print'
  r048 L=102 drafts=[955, 579]  target=[955, 579]+b=39345 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r049 L=105 drafts=[7, 16]  target=[7, 16]+b=15 j=2 bonus=15 acc='(1' new='(10'
  r050 L=108 drafts=[15, 15]  target=[593, 220]+b=671 j=0 bonus=593 acc=<none> new='))'
  r051 L=109 drafts=[220, 198]  target=[220, 671]+b=9258 j=1 bonus=671 acc=' ' new='  #'
  r052 L=111 drafts=[220, 220]  target=[9258, 25]+b=220 j=0 bonus=9258 acc=<none> new=' Output'
  r053 L=112 drafts=[374, 220]  target=[25, 220]+b=20 j=0 bonus=25 acc=<none> new=':'
  r054 L=113 drafts=[220, 16]  target=[220, 20]+b=20 j=1 bonus=20 acc=' ' new=' 5'
  r055 L=115 drafts=[20, 16]  target=[20, 198]+b=1350 j=1 bonus=198 acc='5' new='5\n'
  r056 L=117 drafts=[271, 262]  target=[1350, 955]+b=579 j=0 bonus=1350 acc=<none> new='print'
  r057 L=118 drafts=[955, 579]  target=[955, 579]+b=39345 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r058 L=121 drafts=[7, 16]  target=[7, 15]+b=593 j=1 bonus=15 acc='(' new='(0'
  r059 L=123 drafts=[593, 220]  target=[593, 256]+b=671 j=1 bonus=256 acc='))' new='))  '
  r060 L=125 drafts=[671, 220]  target=[671, 9258]+b=25 j=1 bonus=9258 acc=' #' new=' # Output'
  r061 L=127 drafts=[25, 220]  target=[25, 220]+b=15 j=2 bonus=15 acc=': ' new=': 0'
  r062 L=130 drafts=[15, 220]  target=[198, 1350]+b=955 j=0 bonus=198 acc=<none> new='\n'
  r063 L=131 drafts=[271, 2]  target=[1350, 955]+b=579 j=0 bonus=1350 acc=<none> new='print'
  r064 L=132 drafts=[955, 579]  target=[955, 579]+b=39345 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r065 L=135 drafts=[7, 15]  target=[7, 16]+b=593 j=1 bonus=16 acc='(' new='(1'
  r066 L=137 drafts=[15, 593]  target=[593, 256]+b=671 j=0 bonus=593 acc=<none> new='))'
  r067 L=138 drafts=[220, 671]  target=[256, 671]+b=9258 j=0 bonus=256 acc=<none> new='  '
  r068 L=139 drafts=[671, 220]  target=[671, 9258]+b=25 j=1 bonus=9258 acc=' #' new=' # Output'
  r069 L=141 drafts=[25, 220]  target=[25, 220]+b=16 j=2 bonus=16 acc=': ' new=': 1'
  r070 L=144 drafts=[271, 271]  target=[198, 1350]+b=955 j=0 bonus=198 acc=<none> new='\n'
  r071 L=145 drafts=[271, 2]  target=[1350, 955]+b=579 j=0 bonus=1350 acc=<none> new='print'
  r072 L=146 drafts=[955, 579]  target=[955, 579]+b=39345 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r073 L=149 drafts=[7, 16]  target=[7, 17]+b=15 j=1 bonus=17 acc='(' new='(2'
  r074 L=151 drafts=[593, 220]  target=[15, 593]+b=220 j=0 bonus=15 acc=<none> new='0'
  r075 L=152 drafts=[593, 220]  target=[593, 220]+b=671 j=2 bonus=671 acc=')) ' new='))  #'
  r076 L=155 drafts=[220, 220]  target=[9258, 25]+b=220 j=0 bonus=9258 acc=<none> new=' Output'
  r077 L=156 drafts=[25, 220]  target=[25, 220]+b=21 j=2 bonus=21 acc=': ' new=': 6'
  r078 L=159 drafts=[271, 2]  target=[22, 21]+b=20 j=0 bonus=22 acc=<none> new='7'
  r079 L=160 drafts=[22, 271]  target=[21, 20]+b=198 j=0 bonus=21 acc=<none> new='6'
  r080 L=161 drafts=[271, 262]  target=[20, 198]+b=1350 j=0 bonus=20 acc=<none> new='5'
  r081 L=162 drafts=[271, 262]  target=[198, 1350]+b=955 j=0 bonus=198 acc=<none> new='\n'
  r082 L=163 drafts=[2, 220]  target=[1350, 955]+b=579 j=0 bonus=1350 acc=<none> new='print'
  r083 L=164 drafts=[955, 579]  target=[955, 579]+b=39345 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r084 L=167 drafts=[7, 17]  target=[7, 18]+b=15 j=1 bonus=18 acc='(' new='(3'
  r085 L=169 drafts=[15, 593]  target=[15, 593]+b=220 j=2 bonus=220 acc='0))' new='0)) '
  r086 L=172 drafts=[671, 220]  target=[671, 9258]+b=25 j=1 bonus=9258 acc=' #' new=' # Output'
  r087 L=174 drafts=[25, 220]  target=[25, 220]+b=23 j=2 bonus=23 acc=': ' new=': 8'
  r088 L=177 drafts=[19, 16]  target=[18, 17]+b=15 j=0 bonus=18 acc=<none> new='3'
  r089 L=178 drafts=[20, 18]  target=[17, 15]+b=19 j=0 bonus=17 acc=<none> new='2'
  r090 L=179 drafts=[16, 20]  target=[15, 19]+b=15 j=0 bonus=15 acc=<none> new='0'
  r091 L=180 drafts=[21, 271]  target=[19, 15]+b=198 j=0 bonus=19 acc=<none> new='4'
  r092 L=181 drafts=[271, 2]  target=[15, 198]+b=1350 j=0 bonus=15 acc=<none> new='0'
  r093 L=182 drafts=[198, 198]  target=[198, 1350]+b=955 j=1 bonus=1350 acc='\n' new='\nprint'
  r094 L=184 drafts=[955, 579]  target=[955, 579]+b=39345 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r095 L=187 drafts=[7, 18]  target=[7, 19]+b=15 j=1 bonus=19 acc='(' new='(4'
  r096 L=189 drafts=[15, 8]  target=[15, 593]+b=220 j=1 bonus=593 acc='0' new='0))'
  r097 L=191 drafts=[220, 671]  target=[220, 671]+b=9258 j=2 bonus=9258 acc='  #' new='  # Output'
  r098 L=194 drafts=[25, 220]  target=[25, 220]+b=16 j=2 bonus=16 acc=': ' new=': 1'
  r099 L=197 drafts=[15, 15]  target=[15, 17]+b=18 j=1 bonus=17 acc='0' new='02'
  r100 L=199 drafts=[15, 15]  target=[18, 18]+b=19 j=0 bonus=18 acc=<none> new='3'
  r101 L=200 drafts=[20, 15]  target=[18, 19]+b=16 j=0 bonus=18 acc=<none> new='3'
  r102 L=201 drafts=[15, 15]  target=[19, 16]+b=20 j=0 bonus=19 acc=<none> new='4'
  r103 L=202 drafts=[20, 21]  target=[16, 20]+b=20 j=0 bonus=16 acc=<none> new='1'
  r104 L=203 drafts=[15, 15]  target=[20, 20]+b=198 j=0 bonus=20 acc=<none> new='5'
  r105 L=204 drafts=[15, 15]  target=[20, 198]+b=1350 j=0 bonus=20 acc=<none> new='5'
  r106 L=205 drafts=[271, 2]  target=[198, 1350]+b=955 j=0 bonus=198 acc=<none> new='\n'
  r107 L=206 drafts=[271, 2]  target=[1350, 955]+b=579 j=0 bonus=1350 acc=<none> new='print'
  r108 L=207 drafts=[955, 579]  target=[955, 579]+b=39345 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r109 L=210 drafts=[7, 20]  target=[7, 20]+b=15 j=2 bonus=15 acc='(5' new='(50'
  r110 L=213 drafts=[8, 220]  target=[593, 220]+b=671 j=0 bonus=593 acc=<none> new='))'
  r111 L=214 drafts=[220, 671]  target=[220, 671]+b=9258 j=2 bonus=9258 acc='  #' new='  # Output'
   -> accept 40.5% decode 9.33 t/s  wall 21.6s

-- cell 2/40: p0 k=3 n_predict=200 --

--- CPU prefill (P=16) ---
  elapsed           : 0.05 s
  first candidate   : 198  -> '\n'
  r001 L= 16 drafts=[198, 262, 421]  target=[198, 262, 671]+b=9008 j=2 bonus=671 acc='\n   ' new='\n    #'
  r002 L= 19 drafts=[5351, 1142, 25]  target=[9008, 264, 21438]+b=2022 j=0 bonus=9008 acc=<none> new=' Initialize'
  r003 L= 20 drafts=[279, 1140, 311]  target=[264, 21438, 2022]+b=10997 j=0 bonus=264 acc=<none> new=' a'
  r004 L= 21 drafts=[1140, 311, 3553]  target=[21438, 2022, 10997]+b=198 j=0 bonus=21438 acc=<none> new=' memo'
  r005 L= 22 drafts=[10997, 311, 3553]  target=[2022, 10997, 198]+b=262 j=0 bonus=2022 acc=<none> new='ization'
  r006 L= 23 drafts=[1965, 448, 21438]  target=[10997, 198, 262]+b=21438 j=0 bonus=10997 acc=<none> new=' dictionary'
  r007 L= 24 drafts=[311, 3553, 279]  target=[198, 262, 21438]+b=284 j=0 bonus=198 acc=<none> new='\n'
  r008 L= 25 drafts=[262, 21438, 284]  target=[262, 21438, 284]+b=314 j=3 bonus=314 acc='    memo =' new='    memo = {'
  r009 L= 29 drafts=[15, 25, 220]  target=[15, 25, 220]+b=15 j=3 bonus=15 acc='0: ' new='0: 0'
  r010 L= 33 drafts=[11, 220, 220]  target=[11, 220, 16]+b=25 j=2 bonus=16 acc=', ' new=', 1'
  r011 L= 36 drafts=[25, 220, 16]  target=[25, 220, 16]+b=532 j=3 bonus=532 acc=': 1' new=': 1}\n'
  r012 L= 40 drafts=[262, 671, 5351]  target=[1066, 262, 671]+b=18614 j=0 bonus=1066 acc=<none> new='    \n'
  r013 L= 41 drafts=[262, 421, 308]  target=[262, 671, 18614]+b=264 j=1 bonus=671 acc='   ' new='    #'
  r014 L= 43 drafts=[5351, 1142, 25]  target=[18614, 264, 13137]+b=729 j=0 bonus=18614 acc=<none> new=' Define'
  r015 L= 44 drafts=[264, 30819, 729]  target=[264, 13137, 729]+b=311 j=1 bonus=13137 acc=' a' new=' a helper'
  r016 L= 46 drafts=[729, 311, 5648]  target=[729, 311, 12564]+b=279 j=2 bonus=12564 acc=' function to' new=' function to compute'
  r017 L= 49 drafts=[279, 1102, 198]  target=[279, 79683, 1372]+b=52847 j=1 bonus=79683 acc=' the' new=' the Fibonacci'
  r018 L= 51 drafts=[1372, 198, 262]  target=[1372, 52847, 448]+b=21438 j=1 bonus=52847 acc=' number' new=' number recursively'
  r019 L= 53 drafts=[198, 262, 707]  target=[448, 21438, 2022]+b=198 j=0 bonus=448 acc=<none> new=' with'
  r020 L= 54 drafts=[21438, 2022, 198]  target=[21438, 2022, 198]+b=262 j=3 bonus=262 acc=' memoization\n' new=' memoization\n   '
  r021 L= 58 drafts=[707, 15801, 1445]  target=[707, 15801, 1445]+b=982 j=3 bonus=982 acc=' def fib(n' new=' def fib(n):\n'
  r022 L= 62 drafts=[286, 421, 308]  target=[286, 421, 308]+b=537 j=3 bonus=537 acc='        if n' new='        if n not'
  r023 L= 66 drafts=[304, 279, 1140]  target=[304, 21438, 510]+b=310 j=1 bonus=21438 acc=' in' new=' in memo'
  r024 L= 68 drafts=[510, 310, 470]  target=[510, 310, 21438]+b=7669 j=2 bonus=21438 acc=':\n           ' new=':\n            memo'
  r025 L= 71 drafts=[284, 314, 15]  target=[7669, 60, 284]+b=15801 j=0 bonus=7669 acc=<none> new='[n'
  r026 L= 72 drafts=[60, 284, 15801]  target=[60, 284, 15801]+b=1445 j=3 bonus=1445 acc='] = fib' new='] = fib(n'
  r027 L= 76 drafts=[8, 488, 220]  target=[12, 16, 8]+b=488 j=0 bonus=12 acc=<none> new='-'
  r028 L= 77 drafts=[16, 11, 308]  target=[16, 8, 488]+b=15801 j=1 bonus=8 acc='1' new='1)'
  r029 L= 79 drafts=[488, 15801, 1445]  target=[488, 15801, 1445]+b=12 j=3 bonus=12 acc=' + fib(n' new=' + fib(n-'
  r030 L= 83 drafts=[17, 8, 323]  target=[17, 340, 286]+b=470 j=1 bonus=340 acc='2' new='2)\n'
  r031 L= 85 drafts=[262, 770, 510]  target=[286, 470, 21438]+b=7669 j=0 bonus=286 acc=<none> new='       '
  r032 L= 86 drafts=[220, 16, 271]  target=[470, 21438, 7669]+b=921 j=0 bonus=470 acc=<none> new=' return'
  r033 L= 87 drafts=[220, 16, 271]  target=[21438, 7669, 921]+b=1066 j=0 bonus=21438 acc=<none> new=' memo'
  r034 L= 88 drafts=[58, 15, 60]  target=[7669, 921, 1066]+b=262 j=0 bonus=7669 acc=<none> new='[n'
  r035 L= 89 drafts=[60, 198, 262]  target=[921, 1066, 262]+b=470 j=0 bonus=921 acc=<none> new=']\n'
  r036 L= 90 drafts=[1066, 262, 671]  target=[1066, 262, 470]+b=15801 j=2 bonus=470 acc='    \n   ' new='    \n    return'
  r037 L= 93 drafts=[220, 15, 271]  target=[15801, 1445, 692]+b=2 j=0 bonus=15801 acc=<none> new=' fib'
  r038 L= 94 drafts=[1445, 8, 284]  target=[1445, 692, 2]+b=3393 j=1 bonus=692 acc='(n' new='(n)\n\n'
  r039 L= 96 drafts=[262, 671, 5351]  target=[2, 3393, 279]+b=729 j=0 bonus=2 acc=<none> new='#'
  r040 L= 97 drafts=[576, 2038, 374]  target=[3393, 279, 729]+b=198 j=0 bonus=3393 acc=<none> new=' Test'
  r041 L= 98 drafts=[279, 729, 198]  target=[279, 729, 198]+b=1350 j=3 bonus=1350 acc=' the function\n' new=' the function\nprint'
  r042 L=102 drafts=[955, 579, 1445]  target=[955, 579, 39345]+b=7 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r043 L=105 drafts=[7, 16, 15]  target=[7, 16, 15]+b=593 j=3 bonus=593 acc='(10' new='(10))'
  r044 L=109 drafts=[220, 198, 16]  target=[220, 671, 9258]+b=25 j=1 bonus=671 acc=' ' new='  #'
  r045 L=111 drafts=[220, 220, 16]  target=[9258, 25, 220]+b=20 j=0 bonus=9258 acc=<none> new=' Output'
  r046 L=112 drafts=[374, 220, 16]  target=[25, 220, 20]+b=20 j=0 bonus=25 acc=<none> new=':'
  r047 L=113 drafts=[220, 16, 16]  target=[220, 20, 20]+b=198 j=1 bonus=20 acc=' ' new=' 5'
  r048 L=115 drafts=[20, 16, 15]  target=[20, 198, 1350]+b=955 j=1 bonus=198 acc='5' new='5\n'
  r049 L=117 drafts=[271, 262, 671]  target=[1350, 955, 579]+b=39345 j=0 bonus=1350 acc=<none> new='print'
  r050 L=118 drafts=[955, 579, 7]  target=[955, 579, 39345]+b=7 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r051 L=121 drafts=[7, 16, 15]  target=[7, 15, 593]+b=256 j=1 bonus=15 acc='(' new='(0'
  r052 L=123 drafts=[593, 220, 220]  target=[593, 256, 671]+b=9258 j=1 bonus=256 acc='))' new='))  '
  r053 L=125 drafts=[671, 220, 16]  target=[671, 9258, 25]+b=220 j=1 bonus=9258 acc=' #' new=' # Output'
  r054 L=127 drafts=[25, 220, 220]  target=[25, 220, 15]+b=198 j=2 bonus=15 acc=': ' new=': 0'
  r055 L=130 drafts=[15, 220, 220]  target=[198, 1350, 955]+b=579 j=0 bonus=198 acc=<none> new='\n'
  r056 L=131 drafts=[271, 2, 576]  target=[1350, 955, 579]+b=39345 j=0 bonus=1350 acc=<none> new='print'
  r057 L=132 drafts=[955, 579, 7]  target=[955, 579, 39345]+b=7 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r058 L=135 drafts=[7, 15, 593]  target=[7, 16, 593]+b=256 j=1 bonus=16 acc='(' new='(1'
  r059 L=137 drafts=[15, 593, 220]  target=[593, 256, 671]+b=9258 j=0 bonus=593 acc=<none> new='))'
  r060 L=138 drafts=[220, 671, 220]  target=[256, 671, 9258]+b=25 j=0 bonus=256 acc=<none> new='  '
  r061 L=139 drafts=[671, 220, 16]  target=[671, 9258, 25]+b=220 j=1 bonus=9258 acc=' #' new=' # Output'
  r062 L=141 drafts=[25, 220, 220]  target=[25, 220, 16]+b=198 j=2 bonus=16 acc=': ' new=': 1'
  r063 L=144 drafts=[271, 271, 2]  target=[198, 1350, 955]+b=579 j=0 bonus=198 acc=<none> new='\n'
  r064 L=145 drafts=[271, 2, 4695]  target=[1350, 955, 579]+b=39345 j=0 bonus=1350 acc=<none> new='print'
  r065 L=146 drafts=[955, 579, 7]  target=[955, 579, 39345]+b=7 j=2 bonus=39345 acc='(fib' new='(fibonacci'
  r066 L=149 drafts=[7, 16, 593]  target=[7, 17, 15]+b=593 j=1 bonus=17 acc='(' new='(2'
  r067 L=151 drafts=[593, 220, 671]  target=[15, 593, 220]+b=671 j=0 bonus=15 acc=<none> new='0'
  r068 L=152 drafts=[593, 220, 220]  target=[593, 220, 671]+b=9258 j=2 bonus=671 acc=')) ' new='))  #'
  r069 L=155 drafts=[220, 220, 16]  target=[9258, 25, 220]+b=21 j=0 bonus=9258 acc=<none> new=' Output'
  r070 L=156 drafts=[25, 220, 220]  target=[25, 220, 21]+b=22 j=2 bonus=21 acc=': ' new=': 6'
  r071 L=159 drafts=[271, 2, 4695]  target=[22, 21, 20]+b=198 j=0 bonus=22 acc=<none> new='7'
  r072 L=160 drafts=[22, 271, 2]  target=[21, 20, 198]+b=1350 j=0 bonus=21 acc=<none> new='6'
  r073 L=161 drafts=[271, 262, 671]  target=[20, 198, 1350]+b=955 j=0 bonus=20 acc=<none> new='5'
  r074 L=162 drafts=[271, 262, 671]  target=[198, 1350, 955]+b=579 j=0 bonus=198 acc=<none> new='\n'
  r075 L=163 drafts=[2, 220, 16]  target=[1350, 955, 579]+b=39345 j=0 bonus=1350 acc=<none> new='print'
  r076 L=164 drafts=[955, 579, 39345]  target=[955, 579, 39345]+b=7 j=3 bonus=7 acc='(fibonacci' new='(fibonacci('
  r077 L=168 drafts=[17, 15, 593]  target=[18, 15, 593]+b=220 j=0 bonus=18 acc=<none> new='3'
  r078 L=169 drafts=[15, 593, 220]  target=[15, 593, 220]+b=671 j=3 bonus=671 acc='0)) ' new='0))  #'
  r079 L=173 drafts=[220, 220, 16]  target=[9258, 25, 220]+b=23 j=0 bonus=9258 acc=<none> new=' Output'
  r080 L=174 drafts=[25, 220, 220]  target=[25, 220, 23]+b=18 j=2 bonus=23 acc=': ' new=': 8'
  r081 L=177 drafts=[19, 16, 19]  target=[18, 17, 15]+b=19 j=0 bonus=18 acc=<none> new='3'
  r082 L=178 drafts=[20, 18, 20]  target=[17, 15, 19]+b=15 j=0 bonus=17 acc=<none> new='2'
  r083 L=179 drafts=[16, 20, 20]  target=[15, 19, 15]+b=271 j=0 bonus=15 acc=<none> new='0'
  r084 L=180 drafts=[21, 271, 2]  target=[19, 15, 271]+b=2 j=0 bonus=19 acc=<none> new='4'
  r085 L=181 drafts=[271, 2, 9258]  target=[15, 271, 2]+b=71287 j=0 bonus=15 acc=<none> new='0'
  r086 L=182 drafts=[198, 198, 2]  target=[271, 2, 71287]+b=510 j=0 bonus=271 acc=<none> new='\n\n'
  r087 L=183 drafts=[2, 220, 16]  target=[2, 71287, 510]+b=2 j=1 bonus=71287 acc='#' new='# Explanation'
  r088 L=185 drafts=[25, 576, 2038]  target=[510, 2, 576]+b=729 j=0 bonus=510 acc=<none> new=':\n'
  r089 L=186 drafts=[2, 576, 2038]  target=[2, 576, 729]+b=5711 j=2 bonus=729 acc='# The' new='# The function'
  r090 L=189 drafts=[4675, 279, 55129]  target=[5711, 21438, 2022]+b=311 j=0 bonus=5711 acc=<none> new=' uses'
  r091 L=190 drafts=[50262, 311, 12564]  target=[21438, 2022, 311]+b=3553 j=0 bonus=21438 acc=<none> new=' memo'
  r092 L=191 drafts=[2022, 311, 3553]  target=[2022, 311, 3553]+b=8597 j=3 bonus=8597 acc='ization to store' new='ization to store previously'
  r093 L=195 drafts=[24182, 2750, 13]  target=[24182, 79683, 5109]+b=11 j=1 bonus=79683 acc=' computed' new=' computed Fibonacci'
  r094 L=197 drafts=[5109, 13, 576]  target=[5109, 11, 892]+b=11941 j=1 bonus=11 acc=' numbers' new=' numbers,'
  r095 L=199 drafts=[323, 323, 432]  target=[892, 11941, 34950]+b=279 j=0 bonus=892 acc=<none> new=' which'
  r096 L=200 drafts=[525, 220, 15]  target=[11941, 34950, 279]+b=15024 j=0 bonus=11941 acc=<none> new=' significantly'
